Event ID,Event Name,Event URL,Event Date,Venue,Segment,Genre,SubGenre,Type,SubType,Family,Standard Price Currency,Standard Price Min,Standard Price Max,Cost,Ticket Limit,Ticket Limit Info,Product Name,Product ID,Product URL,Product Type,City,State,Country,Event Type,Payment Info,Postal Code,Timezone,Address,Longitude,Latitude,Box Office Info,Open hours,will Call Details,Parking Info
G5vjZ9n9iGzsd,U2:UV Achtung Baby Live At Sphere - Reserved Seating,https://www.ticketmaster.com/u2uv-achtung-baby-live-at-sphere-las-vegas-nevada-12-02-2023/event/17005EA5EC338C43,2023-12-02,Sphere,Music,Rock,Pop,Undefined,Undefined,False,USD,140.13,501.35,USD 140.13 - USD 501.35,4,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information. There is currently a delivery delay on this event. Delay will lift before the date of the show.",,,,,Sphere,Nevada,United States Of America,event,LIVE NATION MUSIC,89169,America/Los_Angeles,255 Sands Avenue,-115.1642896,36.1207267,,,,
vvG1VZ9wpqIQX8,Walmart Presents: Heroes & Headliners,https://concerts.livenation.com/walmart-presents-heroes-headliners-tampa-florida-11-11-2023/event/0D005F259DA1AF90,2023-11-11,MIDFLORIDA Credit Union Amphitheatre at the FL State Fairgrounds,Music,Rock,Pop,Undefined,Undefined,False,USD,31.0,51.0,USD 31.0 - USD 51.0,4,,Lawn Chair Rental: Heros & Headliners (Not A Concert Ticket),vvG1VZ9wxWiWGk,http://concerts.livenation.com/event/0D005F28BDB3D306,Merchandise Voucher,MIDFLORIDA Credit Union Amphitheatre at the FL State Fairgrounds,Florida,United States Of America,event,LIVE NATION MUSIC,33610,America/New_York,4802 US Highway 301 North,-82.36499,27.993244,(813) 740-2446,"The Box Office is open on the day of the event, beginning at Noon until show time.","Location: at box office, day of show only. Customer must present the actual credit card used for the purchased and matching photo ID. For VIP packages held at will call, an itinerary will be emailed from the VIP provider 3-5 days prior to the event with specific pick-up time and instructions.","General parking is included with your ticket, please enter via US-301 or MLK. Premier Parking may be purchased on a per show basis, please enter Orient Road for Premier Parking. Premier Parking price varies per show. For fans needing accessible parking, please enter Orient Road with proper ADA placard. There is no charge for accessible parking."
G5vjZ9n9i9Fs9,U2:UV Achtung Baby Live At Sphere - Reserved Seating,https://www.ticketmaster.com/u2uv-achtung-baby-live-at-sphere-las-vegas-nevada-12-13-2023/event/17005EA5EC5C8C57,2023-12-13,Sphere,Music,Rock,Pop,Undefined,Undefined,False,USD,140.13,501.35,USD 140.13 - USD 501.35,4,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information. There is currently a delivery delay on this event. Delay will lift before the date of the show.",,,,,Sphere,Nevada,United States Of America,event,LIVE NATION MUSIC,89169,America/Los_Angeles,255 Sands Avenue,-115.1642896,36.1207267,,,,
G5vjZ9n9i_Fsq,U2:UV Achtung Baby Live At Sphere - Reserved Seating,https://www.ticketmaster.com/u2uv-achtung-baby-live-at-sphere-las-vegas-nevada-12-15-2023/event/17005EA5EC648C5D,2023-12-15,Sphere,Music,Rock,Pop,Undefined,Undefined,False,USD,140.13,501.35,USD 140.13 - USD 501.35,4,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information. There is currently a delivery delay on this event. Delay will lift before the date of the show.",,,,,Sphere,Nevada,United States Of America,event,LIVE NATION MUSIC,89169,America/Los_Angeles,255 Sands Avenue,-115.1642896,36.1207267,,,,
G5vjZ9n9i3Isu,U2:UV Achtung Baby Live At Sphere - Reserved Seating,https://www.ticketmaster.com/u2uv-achtung-baby-live-at-sphere-las-vegas-nevada-12-08-2023/event/17005EA5EC4A8C4D,2023-12-08,Sphere,Music,Rock,Pop,Undefined,Undefined,False,USD,140.13,501.35,USD 140.13 - USD 501.35,4,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information. There is currently a delivery delay on this event. Delay will lift before the date of the show.",,,,,Sphere,Nevada,United States Of America,event,LIVE NATION MUSIC,89169,America/Los_Angeles,255 Sands Avenue,-115.1642896,36.1207267,,,,
G5vjZ9n9i4FsK,U2:UV Achtung Baby Live At Sphere - Reserved Seating,https://www.ticketmaster.com/u2uv-achtung-baby-live-at-sphere-las-vegas-nevada-12-09-2023/event/17005EA5EC548C53,2023-12-09,Sphere,Music,Rock,Pop,Undefined,Undefined,False,USD,140.13,501.35,USD 140.13 - USD 501.35,4,"This event may include immersive elements such as seat haptics, movement sensations, flashing lights, intense lighting, visual effects, loud noises, and atmospheric simulations. Such elements may aggravate certain medical or physical conditions, and guests should take into consideration these elements, including if they have a history of discomfort or physical symptoms when experiencing them. Visit the Sphere FAQs here and the U2 event page on thespherevegas.com closer to your event date for the latest event information. There is currently a delivery delay on this event. Delay will lift before the date of the show.",,,,,Sphere,Nevada,United States Of America,event,LIVE NATION MUSIC,89169,America/Los_Angeles,255 Sands Avenue,-115.1642896,36.1207267,,,,
G5eFZ9P6YkWQb,P!NK: TRUSTFALL TOUR,https://www.ticketmaster.com/pnk-trustfall-tour-orlando-florida-11-19-2023/event/22005E51F01BD698,2023-11-19,Amway Center,Music,Rock,Pop,Undefined,Undefined,False,USD,55.95,376.45,USD 55.95 - USD 376.45,4,,PARKING: P!NK,G5eFZ90MAs5SB,https://www.ticketmaster.com/parking-pnk-orlando-florida-11-19-2023/event/22005E4DC5C4BCFA,Parking,Amway Center,Florida,United States Of America,event,LIVE NATION MUSIC,32801,America/New_York,400 W Church St.,-81.383957,28.539293,"Venue information : 407.440.7900 Groups Sales: Amway Center events: 407.440.7900 Orlando Magic games: 407.896.2442, select ""2"".",Hours of Operation: Monday - Friday / 9 a.m. - 3 p.m. Summer and holiday hours may apply.,"To pick up tickets, a valid government-issued photo identification is required. Hours: Monday - Friday / 9 a.m. - 3 p.m. and three (3) hours prior to any event. Location: On Church Street (north side of venue).",
vvG1HZ9txxzp2H,Seattle Seahawks vs. Pittsburgh Steelers,https://www.ticketmaster.com/seattle-seahawks-vs-pittsburgh-steelers-seattle-washington-12-31-2023/event/0F005E98A2E163FC,2023-12-31,Lumen Field,Sports,Football,NFL,Group,Team,False,USD,171.0,850.0,USD 171.0 - USD 850.0,4,Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season.,,,,,Lumen Field,Washington,United States Of America,event,NFL REGULAR SEASON,98134,America/Los_Angeles,800 Occidental Ave S,-122.331607,47.595083,Gameday: (206) 381-7848. SFC Customer Service: 877-657-4625,Open 3 hours prior to kickoff on gameday. Weekday hours will vary. Located in the Northwest corner of the Stadium. Seattle Sounders FC: 2 hours prior to match,Located at Northwest corner of Lumen Field. Opens 3 Hours prior to kickoff on gameday.,"Lumen Field manages three parking lots: the North Lot, Lumen Field Event Center Garage, and Union Station Garage. Gameday parking costs may vary. For further information please call the Seahawks ticket office at 1-888-NFL-HAWK (1-888-635-4295) or visit www.ipmseattle.com"
vvG1YZ9tldGd9h,Dallas Cowboys vs. Seattle Seahawks,https://www.ticketmaster.com/dallas-cowboys-vs-seattle-seahawks-arlington-texas-11-30-2023/event/0C005E9AC33035DB,2023-11-30,AT&T Stadium,Sports,Football,NFL,Group,Team,False,,0.0,0.0, 0.0 -  0.0,4,Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season. What You Need to Know https://www.nfl.com/schedules/flexible-scheduling-procedures,VIP PARKING: AT&T Stadium - Cowboys v Seahawks,vvG1YZ9nk-JxFa,https://www.ticketmaster.com/vip-parking-att-stadium-cowboys-v-arlington-texas-11-30-2023/event/0C005EA1A19A2209,Parking,AT&T Stadium,Texas,United States Of America,event,SEATGEEK,76011,America/Chicago,One AT&T Way,-97.09345578,32.74790427,AT&T Stadium Ticket office: (817) 892-5000 AT&T Stadium/Art Tours Ticket Office: (817) 892-8687,"9-5 Monday-Thursday, and 9-4 Friday","Will Call Will Call is available at AT&T Stadium Ticket Office locations at Entry A on the northeast side of the stadium and at Entry F on the southwest side of the stadium. Will Call ticket windows open three (3) hours prior to most events. To claim tickets at Will Call, a photo ID and the credit card used to purchase the tickets must be presented. For Cowboys games, only the account holder of record may pick up tickets. A person other than the account holder may pick up tickets from Will Call provided that they present written and signed authorization from the account holder along with a copy of the account holder's photo ID.","Parking prices will vary by event. PARKING LOT INFORMATION: When purchasing tickets for the following sections we recommend purchasing your parking pass in the following lots: SECTIONS: 136-134, 235-243, 336-343, 443-452 = LOT 4, LOT 10 SECTIONS: 128-135, 228-234, 329-335, 436-443 = LOT 10, LOT 11 SECTIONS: 120-127, 218-227, 318-328, 420-435 = LOT 11, LOT 12, LOT 13 SECTIONS: 111-119, 210-217, 311-317, 413-419 = LOT 12, LOT 11, LOT 13 SECTIONS: 145-150, 244-250, 344-350, 453-460 = LOT 13, LOT 12, LOT 4 SECTIONS: 101-110, 201-209, 301-310, 401-412 = LOT 14, LOT 12, LOT 13 Lots are based on Availability All lots have accessible spaces. For ADA parking, purchase a regular parking pass and display your ADA placard or license plate. Parking Spots are for Vehicles Only Parking spots are for vehicles only. Drive aisles must remain clear at all times. No items (coolers, tents, tables, chairs, etc.) of any kind may be placed on the ground behind, in front of or around parked vehicles. These items are permitted only in designated tailgating spaces. RV/Oversized Vehicle Parking All RVs and oversized vehicles (any vehicle longer than 19 feet) must be parked in Lot 14. All other lots are for standard size vehicles only. An RV/Oversized vehicle parking pass is required. Bus Parking All buses must be parked in Lot 15. All other lots are for standard size vehicles only (Lot 14 is for RVs and oversized vehicles). A Bus parking pass is required. Accessible/Disabled Parking Accessible parking spaces are available in each lot and are issued on a first come/first served basis. You must have a parking pass for that designated lot and a state-issued person with disabilities plate or placard to park in an accessible parking space. Violators will be subject to citation and possible revocation of season parking privileges. Courtesy Shuttle Carts Courtesy shuttle carts will serve each lot and provide transportation for guests with limited mobility or those who need assistance. Passenger Drop-Off Zones There are two passenger drop-off zones at the stadium. One is located on the north side off of Randol Mill Road in Lot 1 and one located on the south side off of Cowboys Way in Lot 6. Limousine Parking Limousines will be able to drop off passengers in Lot 1 and in Lot 6. Limousine parking is available on Randol Mill Road and on Cowboys Way. A limousine parking pass is required. Taxis A taxi stand is located outside the West Plaza near Collins Street and Cowboys Way. Vehicle Security Inspection All vehicles parking within the stadium's secured parking perimeter are subject to a security inspection before being allowed to park. Parking Parking areas are generally open four (4) to five (5) hours prior to Cowboys games. For other lot opening times, visit AT&T Stadium online at http://stadium.dallascowboys.com or call the Guest Services Hotline at (817) 892-4161. For Cowboys games prepaid parking passes are required for access to Cowboys Season Parking lots (non-cash lots). For personalized directions to prepaid and cash parking lots, go to http://www.dallascowboysmaps.com. Parking passes are valid only for the event or game noted on the pass and for the specific lot. All vehicles parked within the stadium security perimeter are subject to a security screening prior to admission to the parking area."
vvG1FZ9tN27FX0,Philadelphia Eagles vs. Arizona Cardinals,https://www.ticketmaster.com/philadelphia-eagles-vs-arizona-cardinals-philadelphia-pennsylvania-12-31-2023/event/02005E98CF108FA4,2023-12-31,Lincoln Financial Field,Sports,Football,NFL,Group,Team,False,USD,93.0,589.0,USD 93.0 - USD 589.0,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit:",Parking Pass: Philadelphia Eagles vs. Arizona Cardinals,vvG1FZ9tJMPdi7,https://www.ticketmaster.com/parking-pass-philadelphia-eagles-vs-arizona-philadelphia-pennsylvania-12-31-2023/event/02005E99B7943B04,Parking,Lincoln Financial Field,Pennsylvania,United States Of America,event,NFL REGULAR SEASON,19148,America/New_York,One Lincoln Financial Way,-75.167406,39.900706,General Info - 215.463.2500 Ticket Office - 215.463.5500 Accessible Seating - 215.463.5500,Monday - Friday 9am - 5pm Event Day - Remote ticket booth located 11th st. side of main parking lot. Non event day:Headhouse,"Pick up tickets one hour prior to show. Customer must present actual credit card used to place the order, the confirmation number and a photo I.D. Doors and plaza gates open 3 hours prior to event - seating gates - 2 hours prior to event. For non Eagles events - Will Call is on 11th St. facing the Wachovia Ctr. Will Call for the Lacrosse Event, May 28 - May 30, 2005 will be at the Chrysler Jeep Entrance/Main Ticket office.",See map in playbook. There is a charge to park with ample surrounding lots.
vvG1IZ9tKr80nF,Los Angeles Chargers vs Detroit Lions,https://www.ticketmaster.com/los-angeles-chargers-vs-detroit-lions-inglewood-california-11-12-2023/event/0A005E94DE424A88,2023-11-12,SoFi Stadium,Sports,Football,NFL,Group,Team,False,USD,79.0,919.0,USD 79.0 - USD 919.0,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",Parking - Los Angeles Chargers vs Detroit Lions,vvG1IZ9cS1cVA8,https://www.ticketmaster.com/parking-los-angeles-chargers-vs-detroit-inglewood-california-11-12-2023/event/0A005EDCCAB74150,Parking,SoFi Stadium,California,United States Of America,event,NFL REGULAR SEASON,90301,America/Los_Angeles,1001 S. Stadium Dr,-118.343767,33.950529,,,,
vvG1bZ9cV4yFpS,Eagles - The Long Goodbye,https://www.ticketmaster.com/eagles-the-long-goodbye-saint-paul-minnesota-11-18-2023/event/06005EDD15E485B3,2023-11-18,Xcel Energy Center,Music,Rock,Pop,Undefined,Undefined,False,USD,124.5,1750.0,USD 124.5 - USD 1750.0,4,,Vibes - Eagles,vvG1bZ9mMajkeJ,https://www.ticketmaster.com/vibes-eagles-saint-paul-minnesota-11-18-2023/event/06005EEDC97060A6,Upsell,Xcel Energy Center,Minnesota,United States Of America,event,LIVE NATION MUSIC,55102,America/Chicago,199 Kellogg Blvd,-93.10121819,44.94489438,Box office phone: (651) 726-8240 Minnesota Wild group sales: (651) 222-WILD Group sales for other events: 651-312-3486 Box office fax: (651) 726-8246 Internet web site: www.xcelenergycenter.com Internet e-mail: info@xcelenergycenter.com,"Regular Box Office Hours (September - April) Monday - Saturday: 10:00 AM - 6:00 PM Sunday: Closed, except for events (opens 4 hours prior to the event start time) and on sales (open for on sale time only) Summer Box Office Hours (May - August) Monday - Friday: 10:00 AM - 6:00 PM Saturday & Sunday: Closed, except for events (opens 4 hours prior to the event start time) and on sales (open for on sale time only) Based on the Xcel Energy Center event schedule, closing times may be extended. The box office may be closed on holidays.","Will Call windows open 90 minutes prior to the event and will remain open through the second period for Minnesota Wild games. Will Call is located in the main lobby of Gate 1 at Xcel Energy Center. Tickets are released only to the person whose name appears on the Ticketmaster account or will call envelope. No one will be given tickets designated for another person. Proper photo identification is required, and purchasing credit card, if applicable. A signature from the person authorized to pick up the tickets will be obtained at the time of pick up.",Xcel Energy Center is serviced by two parking ramps (RiverCentre and Kellogg) directly connected to the complex. For most Xcel Energy Center events pre-paid parking is available in the RiverCentre ramp. Please visit the event page of the specific event you are attending to purchase pre-paid parking. - The Saint Paul RiverCentre ramp is situated across from Saint Paul RiverCentre/Xcel Energy Center with the entrance located on the south side of Kellogg Boulevard. - The Kellogg ramp is below Saint Paul RiverCentre with the entrance located on the north side of Kellogg Boulevard. There are numerous other places to park in downtown St. Paul in both covered parking ramps and open lots. Detailed information is available at http://www.xcelenergycenter.com/plan-your-visit/parking.
Z7r9jZ1AdPZf6,Florida Panthers vs. Chicago Blackhawks,https://www.ticketmaster.com/event/Z7r9jZ1AdPZf6,2023-11-12,Amerant Bank Arena,Sports,Hockey,NHL,,,False,,0.0,0.0, 0.0 -  0.0,Not Available,,,,,,Amerant Bank Arena,Florida,United States Of America,event,,33323,America/New_York,1 Panther Parkway,-80.370499,26.238701,,,,
Z7r9jZ1AdPZ4O,Los Angeles Kings vs. Pittsburgh Penguins,https://www.ticketmaster.com/event/Z7r9jZ1AdPZ4O,2023-11-09,Crypto.com Arena,Sports,Hockey,NHL,,,False,,0.0,0.0, 0.0 -  0.0,Not Available,,,,,,Crypto.com Arena,California,United States Of America,event,,90017,America/Los_Angeles,1111 S. Figueroa St.,-118.2649,34.053101,,,,
vvG1jZ9t3--v0z,Green Bay Packers vs. Los Angeles Chargers,https://www.ticketmaster.com/green-bay-packers-vs-los-angeles-green-bay-wisconsin-11-19-2023/event/07005E94A1841938,2023-11-19,Lambeau Field,Sports,Football,NFL,Group,Team,False,USD,93.0,451.0,USD 93.0 - USD 451.0,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",,,,,Lambeau Field,Wisconsin,United States Of America,event,NFL REGULAR SEASON,54304,America/Chicago,1265 Lombardi Avenue,-88.0622376,44.5012386,(920) 569-7501,Monday - Friday 9am-5pm,"Will Call and ticket windows are located on the northeast side of the stadium, adjacent to the Lambeau Field Atrium.",Parking is available in the Lambeau Field lot for events other than Packers season home games. There are two parking areas available for people with disabilities. One is accessible off Lombardi Ave. and the other off Valley View Road on the west side of Lambeau Field.
vvG1IZ9tKr5ftH,Los Angeles Chargers vs Baltimore Ravens,https://www.ticketmaster.com/los-angeles-chargers-vs-baltimore-ravens-inglewood-california-11-26-2023/event/0A005E94DE2D4A7C,2023-11-26,SoFi Stadium,Sports,Football,NFL,Group,Team,False,USD,61.0,639.0,USD 61.0 - USD 639.0,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",Parking - Los Angeles Chargers vs Baltimore Ravens,vvG1IZ9cS1l77D,https://www.ticketmaster.com/parking-los-angeles-chargers-vs-baltimore-inglewood-california-11-26-2023/event/0A005EDCCAAC413B,Parking,SoFi Stadium,California,United States Of America,event,NFL REGULAR SEASON,90301,America/Los_Angeles,1001 S. Stadium Dr,-118.343767,33.950529,,,,
G5vbZ9IKLWd9n,Pittsburgh Steelers vs. Cincinnati Bengals,https://www.ticketmaster.com/pittsburgh-steelers-vs-cincinnati-bengals-pittsburgh-pennsylvania-12-23-2023/event/16005E84DFF435EA,2023-12-23,Acrisure Stadium,Sports,Football,NFL,Group,Team,False,USD,50.0,422.0,USD 50.0 - USD 422.0,4,Section 120 Rows BB-HH are designated as the Family Section. No Alcohol will be permitted in this area.,,,,,Acrisure Stadium,Pennsylvania,United States Of America,event,NFL REGULAR SEASON,15212,America/New_York,100 Art Rooney Avenue,-80.015884,40.446093,(412) 323-1200,,Must have photo ID and credit card that the tickets were purchased in order to pick up tickets.,There are surface lots and parking garages all around the stadium.
vvG1OZ9txHcea9,Detroit Lions vs. Chicago Bears,https://www.ticketmaster.com/detroit-lions-vs-chicago-bears-detroit-michigan-11-19-2023/event/08005E98BCB42257,2023-11-19,Ford Field,Sports,Football,NFL,Group,Team,False,USD,999.0,999.0,USD 999.0 - USD 999.0,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",PARKWHIZ FORD FIELD,vvG1OZ9tl3mNGJ,https://www.ticketmaster.com/parkwhiz-ford-field-detroit-michigan-11-19-2023/event/08005E9AD2BA3326,Upsell,Ford Field,Michigan,United States Of America,event,NFL REGULAR SEASON,48226,America/New_York,2000 Brush St.,-83.045543,42.339924,General Information: 313-262-2000 Ticket Information: 313-262-2002 Accessible Seating Ticket Information: 313-262-2167 Event Information: 313-262-2003 (press option 5) Detroit Lions Pro Shop: 313-262-2200 guestservices@detroitlions.com,"Monday - Friday: 10:00 AM - 6:00 PM Located at Gate G off St. Antoine 2000 Brush St. Suite 200 Detroit, MI 48226","Will Call is located on the southwest corner of the stadium on the corner of Brush & Beacon Street outside Gate A. (This location may change depending on event. Please call 313-262-2000 with any questions) Ford Field Address: 2000 Brush St. Detroit, MI 48226","The following parking facilities are adjacent to Ford Field: Ford Field Deck – Located on St. Antoine Lot 4 - Located just north of Ford Field, east of Brush and south of Montcalm (Enter lot from Montcalm) Lot 5 – Located just north of Ford Field, east of Brush and north of Montcalm (Enter lot from Brush) Access to parking facilities is generally three hours prior to event or game. Tailgating and re-entry access are prohibited in parking facilities adjacent to Ford Field. However, tailgating is permitted in the Eastern Market area and other areas outside the Central Business District. For Detroit Lions games, season-long parking is available. Please contact Ford Field at 313-262-2000. A limited number of disabled parking spaces will be available on a first come, first serve basis in the Ford Field Deck and Lot 4. The reserved spaces are for use by guests that have the appropriate disabled permit and a state-issued license plate or placard. The accessible drop-off and pick-up area is located on the corner of Montcalm and Brush near Gate B. There are numerous privately-owned parking lots surrounding Ford Field that operate public parking on a first come, first serve basis. Please see Ford Field Parking Map for suggested parking locations and contact numbers for your convenience."
G5eFZ9t5APjfa,Jacksonville Jaguars vs. Cincinnati Bengals,https://www.ticketmaster.com/jacksonville-jaguars-vs-cincinnati-bengals-jacksonville-florida-12-04-2023/event/22005E92C595C509,2023-12-04,EverBank Stadium ,Sports,Football,NFL,Group,Team,False,USD,96.0,888.0,USD 96.0 - USD 888.0,4,,PARKWHIZ EVERBANK STADIUM,G5eFZ9txYjHGn,https://www.ticketmaster.com/parkwhiz-everbank-stadium-jacksonville-florida-12-04-2023/event/22005E98B073C32A,Upsell,EverBank Stadium ,Florida,United States Of America,event,NFL REGULAR SEASON,32202,America/New_York,1 EverBank Stadium Drive,-81.637357,30.323887,(904) 633-2000 - Jacksonville Jaguars,HOURS FOR JACKSONVILLE JAGUARS In Advance: Location - EverBank Stadium Hours - Monday - Friday 9am-5pm. Day Of Show: EverBank Stadium Hours - varies per time of event FOR ALL OTHER EVENTS: Jacksonville Veterans Memorial Stadium opens Mon-Fri 10am-5pm.,"Day Of Show: Location - EverBank Stadium Ticket Office Hours - Varies per time of event The customer must present actual credit card, photo I.D., and Ticketmaster account confirmation number.","Don't have a mobile parking pass? EverBank Stadium lot passes are sold out for the 2023 season but there are various lots available on game day within walking distance of the stadium. Please note that guests without mobile parking passes will not be granted access to the EverBank Stadium parking lots. Additional parking locations we recommend include Tailgaters Parking Lot, 225 Talleyrand Ave, Sports Complex Garage, 500 A Phillip Randolph Blvd, Arena Garage, 999 E. Adams Street, Old Cypress Parking, 1746 E. Adams Street"
vvG1bZ90rPQKm2,Minnesota Vikings vs. Chicago Bears,https://www.ticketmaster.com/minnesota-vikings-vs-chicago-bears-minneapolis-minnesota-11-27-2023/event/06005E47A5693B8F,2023-11-27,U.S. Bank Stadium,Sports,Football,NFL,Group,Team,False,USD,72.0,950.0,USD 72.0 - USD 950.0,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",PARKWHIZ U.S. BANK STADIUM,vvG1bZ9tnIHfGx,https://www.ticketmaster.com/parkwhiz-us-bank-stadium-minneapolis-minnesota-11-27-2023/event/06005E9AA8F14322,Upsell,U.S. Bank Stadium,Minnesota,United States Of America,event,NFL REGULAR SEASON,55415,America/Chicago,401 Chicago Avenue,-93.257528,44.973617,612-777-8787 U.S. Bank Stadium 612-33-VIKES Minnesota Vikings,Tickets can be purchased online only.,"The will-call windows are located at the U.S. Bank Stadium Ticket Office, on the Northwest corner adjacent to the Polaris Gate. Will-Call will be available for pick-up beginning one hour prior to the event being attended, unless otherwise noted. Tickets are released only to the person whose name appears on the Ticketmaster transaction. Proper photo identification is required. A signature from the person authorized to pick up the tickets will be obtained at the time of pick up.",Parking is available in ramps and lots to the North and West of U.S. Bank Stadium.
vvG1VZ9IBBl2lC,Tampa Bay Buccaneers vs. Tennessee Titans,https://www.ticketmaster.com/tampa-bay-buccaneers-vs-tennessee-titans-tampa-florida-11-12-2023/event/0D005E8EBAACFACE,2023-11-12,Raymond James Stadium,Sports,Football,NFL,Group,Team,False,USD,67.0,635.0,USD 67.0 - USD 635.0,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit",Parking: Tampa Bay Buccaneers v Tennessee Titans,vvG1VZ9IBBULly,https://www.ticketmaster.com/parking-tampa-bay-buccaneers-v-tennessee-tampa-florida-11-12-2023/event/0D005E8EBAD9FAF9,Parking,Raymond James Stadium,Florida,United States Of America,event,NFL REGULAR SEASON,33607,America/New_York,4201 North Dale Mabry Highway,-82.503474,27.975976,Stadium Office Number: Tampa Bay Bucaneers: (813)879-2827 Buccaneer Groups Sales:(813)870-2700 (ask for Group Sales) Stadium Jumping Inc: (813)253-2782 USF Football: 1-800-GOBULLS Outback Bowl: (813)874-2695,"The ticket office located on property at the Raymond James Stadium is open day of event only. The various organizations that use Raymond James Stadium have varying hours of operation. The number(s) for these organizations are listed under ""Box Office Phone Numbers"". Raymond James Stadium is a cashless venue",Location: box office (south end of the staduim) Opens: day of event (Please contact the proper organization for specific times),Location: around Stadium Charge: - $35.00 Tampa Bay Buccaneers - $40.00 Concerts - $35.00 Outback Bowl - $25.00 USF Football Others Events - varies Patrons with accessible needs should contact the stadium at (813)350-6500 for specific information regarding parking. Accessible parking is available for purchase on the day of the event only - not available for advance purchase.
G5vbZ9tR-xEeG,Cincinnati Bengals vs. Indianapolis Colts,https://www.ticketmaster.com/cincinnati-bengals-vs-indianapolis-colts-cincinnati-ohio-12-10-2023/event/16005E9BE18A708C,2023-12-10,Paycor Stadium,Sports,Football,NFL,Group,Team,False,USD,125.0,750.0,USD 125.0 - USD 750.0,4,"Please be aware that this event is subject to NFL flexible scheduling procedures. The date and time for some games may change from what is currently reflected on the schedule and from what may appear on the ticket. For more detailed information regarding scheduling for the 2023 NFL Season, please visit There might be limited availability for some games. Please check back for updates.",,,,,Paycor Stadium,Ohio,United States Of America,event,NFL REGULAR SEASON,45202,America/New_York,One Paycor Stadium,-84.5161111,39.0955556,Bengals office: (513) 621-TDTD (8383) Tickets to non-Bengals evnets are NOT available in advance at the Box Office. No special seating arrangements are available through the Box Office. Non-Bengals events tickets are available at Paycor Stadium only on the Day of the Show.,For the Bengals Box Office: Mon-Fri: 9:00am to 5:00pm Day of game: 3 hours prior to kickoff to halftime For all other Stadium events: Box Office hours for all non-Bengals events may vary on the day of the event,"Will Call is located on the north side of the stadium. Customer must present actual credit card, confirmation number, and photo ID.",There are numerous public and private parking lots around the stadium. South of Third Street adjacent to the stadium is sold out with pre-paid season parking. West of Central Avenue is limited game-by-game parking. TANK has various shuttle pickups throughout Northern Kentucky.
